2015-09-01 18:25:41.498 DEBUG org.droidmate.device.AndroidDevice       readAndClearMonitorTcpMessages()
2015-09-01 18:25:41.510 DEBUG org.droidmate.exploration.ApiLogsReader  apiLogs# 0
2015-09-01 18:25:41.512 DEBUG org.droidmate.device.AndroidDevice       perform(ClickGuiAction{642 657 long: false})
2015-09-01 18:25:43.378 DEBUG org.droidmate.exploration.ApiLogsReader  getAndClearCurrentApiLogsFromMonitorTcpServer(deviceTimeDiff)
2015-09-01 18:25:43.378 DEBUG org.droidmate.device.AndroidDevice       readAndClearMonitorTcpMessages()
2015-09-01 18:25:43.395 DEBUG org.droidmate.exploration.ApiLogsReader  apiLogs# 0
2015-09-01 18:25:43.396 DEBUG org.droidmate.device.AndroidDevice       getGuiSnapshot()
2015-09-01 18:25:43.465 DEBUG org.droidmate.device.AndroidDevice       readLogcatMessages(tag: org.droidmate.uiad)
2015-09-01 18:25:43.503 DEBUG org.droidmate.device.AndroidDevice       clearLogcat()
2015-09-01 18:25:43.533 DEBUG o.d.exploration.ExplorationStrategy      decide(ExplorationActionRunResult{successful=true, snapshot=UiautomatorWindowDump{at.markushi.expensemanager. Widgets# 31}, DeviceLogs{apiLogs#=0, containsMonitorInitMsgs=false}, exception=MissingDeviceException})
2015-09-01 18:25:43.537 INFO  o.d.exploration.ExplorationStrategy        0m 25s /   1m  0s i:   13 <ExplAct LC? 0 Wdgt:Button/"3"/"at.markushi.expensemanager:id/digit_3"/[642,527]>
2015-09-01 18:25:43.538 DEBUG org.droidmate.device.AndroidDevice       readLogcatMessages(tag: Monitor_init)
2015-09-01 18:25:43.584 DEBUG org.droidmate.device.AndroidDevice       readLogcatMessages(tag: Instrumentation)
2015-09-01 18:25:43.622 DEBUG org.droidmate.exploration.ApiLogsReader  getAndClearCurrentApiLogsFromMonitorTcpServer(deviceTimeDiff)
2015-09-01 18:25:43.622 DEBUG org.droidmate.device.AndroidDevice       readAndClearMonitorTcpMessages()
2015-09-01 18:25:43.639 DEBUG org.droidmate.exploration.ApiLogsReader  apiLogs# 0
2015-09-01 18:25:43.641 DEBUG org.droidmate.device.AndroidDevice       perform(ClickGuiAction{642 527 long: false})
